date,tmin,tmax
2024-05-06,7.0,21.0
2024-05-07,10.0,23.0
2024-05-08,10.0,25.0
2024-05-09,14.0,29.0
2024-05-10,16.0,31.0
2024-05-11,16.0,32.0
2024-05-12,18.0,33.3
2024-05-13,17.1,32.2
2024-05-14,16.2,32.3
2024-05-15,16.8,33.0
2024-05-16,18.0,32.0
2024-05-17,16.0,31.0
2024-05-18,15.0,30.0
2024-05-19,14.0,29.0
2024-05-20,13.0,28.0
2024-05-21,14.0,29.0
2024-05-22,15.0,31.0
2024-05-23,15.0,28.0
2024-05-24,14.0,27.0
2024-05-25,12.0,25.0
2024-05-26,12.0,28.0
2024-05-27,16.0,32.0
2024-05-28,16.0,32.0
2024-05-29,16.0,32.0
2024-05-30,17.0,33.0
2024-05-31,18.0,35.0
2024-06-01,19.0,33.0
2024-06-02,16.0,30.0
2024-06-03,18.0,29.0
2024-06-04,17.0,33.0
2024-06-05,23.0,38.0
2024-06-06,25.0,40.0
2024-06-07,23.0,38.0
2024-06-08,17.0,32.0
2024-06-09,18.0,32.0
2024-06-10,17.0,34.0
2024-06-11,23.0,37.0
2024-06-12,24.0,38.0
2024-06-13,18.0,35.0
2024-06-14,17.0,35.0
2024-06-15,17.0,31.0
2024-06-16,16.0,32.0
2024-06-17,17.0,28.0
2024-06-18,15.0,31.0
2024-06-19,17.0,32.0
2024-06-20,16.0,33.0
2024-06-21,18.0,35.0
2024-06-22,21.0,39.0
2024-06-23,23.0,40.0
2024-06-24,23.0,41.9
2024-06-25,23.0,39.0
2024-06-26,22.0,37.0
2024-06-27,19.0,34.0
2024-06-28,18.0,35.0
2024-06-29,21.0,37.0
2024-06-30,21.0,36.0
2024-07-01,21.0,37.0
2024-07-02,24.0,39.0
2024-07-03,23.0,42.0
2024-07-04,24.0,42.0
2024-07-05,24.0,41.0
2024-07-06,25.0,43.0
2024-07-07,26.0,44.0
2024-07-08,25.0,43.0
2024-07-09,23.0,41.0
2024-07-10,21.0,41.0
2024-07-11,24.0,42.0
2024-07-12,26.0,42.0
2024-07-13,29.0,40.0
2024-07-14,24.0,40.0
2024-07-15,22.0,38.0
2024-07-16,20.0,37.0
2024-07-17,17.0,36.0
2024-07-18,20.0,37.0
2024-07-19,23.0,38.0
2024-07-20,25.0,40.0
2024-07-21,24.0,38.0
2024-07-22,22.0,41.0
2024-07-23,25.0,43.0
2024-07-24,27.0,42.0
2024-07-25,26.0,40.0
2024-07-26,23.0,40.0
2024-07-27,19.0,33.0
2024-07-28,15.0,33.0
2024-07-29,18.0,35.0
2024-07-30,19.0,35.0
2024-07-31,20.0,37.0
2024-08-01,20.0,39.0
2024-08-02,23.0,32.0
2024-08-03,23.0,39.0
2024-08-04,24.0,42.9
2024-08-05,22.0,43.2
2024-08-06,24.0,40.0
2024-08-07,22.0,42.0
2024-08-08,23.0,40.0
2024-08-09,23.0,40.0
2024-08-10,21.0,39.0
2024-08-11,23.0,39.0
2024-08-12,23.0,37.0
2024-08-13,21.0,36.0
2024-08-14,20.0,35.0
2024-08-15,19.0,35.0
2024-08-16,20.0,36.0
2024-08-17,20.0,34.0
2024-08-18,18.0,32.0
2024-08-19,18.0,34.0
2024-08-20,19.0,35.0
2024-08-21,18.0,35.0
2024-08-22,19.0,32.0
2024-08-23,16.0,26.8
2024-08-24,19.0,28.0
2024-08-25,17.6,31.8
2024-08-26,17.8,37.0
2024-08-27,18.155555555555555,37.333333333333336
2024-08-28,18.511111111111113,37.666666666666664
2024-08-29,18.866666666666667,38.0
2024-08-30,19.22222222222222,38.333333333333336
2024-08-31,19.57777777777778,38.666666666666664
2024-09-01,19.933333333333334,39.0
2024-09-02,20.288888888888888,39.333333333333336
2024-09-03,20.644444444444446,39.666666666666664
2024-09-04,21.0,40.0
2024-09-05,22.0,40.0
2024-09-06,22.0,40.0
2024-09-07,24.2,41.6
2024-09-08,23.8,41.2
2024-09-09,22.0,40.0
2024-09-10,17.0,34.0
2024-09-11,16.0,31.0
2024-09-12,15.0,29.0
2024-09-13,16.0,32.0
2024-09-14,17.0,34.0
2024-09-15,18.0,30.0
2024-09-16,14.0,23.0
2024-09-17,12.0,26.0
2024-09-18,16.0,27.0
2024-09-19,16.0,29.5
2024-09-20,16.5,30.8
2024-09-21,17.0,33.8
2024-09-22,18.4,35.5
2024-09-23,20.2,37.7
2024-09-24,18.4,39.4
2024-09-25,19.5,35.4
2024-09-26,16.7,34.2
2024-09-27,16.1,35.7
2024-09-28,16.4,36.5
2024-09-29,17.6,34.3
2024-09-30,17.5,36.3
2024-10-01,17.7,39.0
2024-10-02,18.7,40.8
2024-10-03,19.2,41.4
2024-10-04,20.3,40.9
2024-10-05,20.3,39.4
2024-10-06,19.1,39.3
2024-10-07,18.7,39.0
2024-10-08,18.2,37.3
2024-10-09,18.6,36.1
2024-10-10,18.2,31.8
2024-10-11,16.3,33.3
2024-10-12,16.4,30.7
2024-10-13,15.8,29.0
2024-10-14,16.0,29.8
2024-10-15,16.2,31.0
2024-10-16,17.1,28.4
2024-10-17,14.5,27.1
2024-10-18,12.8,23.5
2024-10-19,9.3,26.1
2024-10-20,9.6,29.0
2024-10-21,12.3,29.6
2024-10-22,10.7,28.6
2024-10-23,10.9,28.1
2024-10-24,12.0,25.6
2024-10-25,11.3,28.2
2024-10-26,10.8,27.7
2024-10-27,14.0,26.3
2024-10-28,14.1,21.1
2024-10-29,9.6,19.8
2024-10-30,7.0,21.1
2024-10-31,7.8,18.9
2024-11-01,8.1,19.7
2024-11-02,10.6,21.0
2024-11-03,9.5,19.9
2024-11-04,6.3,20.2
2024-11-05,6.7,21.7
2024-11-06,6.8,20.9
2024-11-07,4.9,21.9
2024-11-08,5.9,21.9
2024-11-09,5.4,22.2
2024-11-10,5.8,22.3
2024-11-11,7.0,21.8
2024-11-12,4.8,16.4
2024-11-13,5.0,18.4
2024-11-14,8.0,18.1
2024-11-15,7.1,13.6
2024-11-16,2.7,13.4
2024-11-17,2.9,14.9
2024-11-18,7.1,15.6
2024-11-19,2.8,14.4
2024-11-20,7.6,19.5
2024-11-21,8.7,22.6
2024-11-22,9.1,23.8
2024-11-23,10.4,16.9
2024-11-24,8.5,17.0
2024-11-25,10.2,14.9
2024-11-26,9.6,13.5
2024-11-27,6.7,14.0
2024-11-28,4.2,14.2
2024-11-29,3.2,13.7
2024-11-30,4.2,14.1
2024-12-01,7.4,16.6
2024-12-02,5.9,16.4
2024-12-03,5.3,17.0
2024-12-04,4.2,17.2
2024-12-05,5.8,16.4
2024-12-06,5.3,16.3
2024-12-07,4.3,17.2
2024-12-08,6.8,15.7
2024-12-09,7.066666666666666,15.783333333333333
2024-12-10,7.333333333333333,15.866666666666665
2024-12-11,7.6000000000000005,15.95
2024-12-12,7.866666666666667,16.03333333333333
2024-12-13,8.133333333333333,16.116666666666667
2024-12-14,8.4,16.2
2024-12-15,4.0,12.9
2024-12-16,3.9,14.9
2024-12-17,6.8,13.8
2024-12-18,5.0,11.5
2024-12-19,5.6,12.6
2024-12-20,4.1,15.2
2024-12-21,6.3,18.9
2024-12-22,10.0,16.1
2024-12-23,8.2,18.4
2024-12-24,7.4,12.9
2024-12-25,5.4,11.8
2024-12-26,5.3,14.1
2024-12-27,9.4,16.1
2024-12-28,7.7,16.4
2024-12-29,7.5,15.1
2024-12-30,6.7,11.9
2024-12-31,3.1,10.5
